hex_Res7,total_sales,med_price,med_price_sf,current_pop,pop_change,median_income
8744c3210ffffff,1,340000,255.4470323,94,0.21,52174
8744c3211ffffff,1,232000,159.3406593,201,0.3,60000
8744c3212ffffff,1,2000000,1288.659794,231,0.17,56304
8744c3215ffffff,1,100000,64.55777921,222,0.45,68699
8744c3219ffffff,1,271500,179.5634921,267,0.45,53010
8744c321bffffff,1,216000,160.7142857,46,0.43,60000
8744c321cffffff,2,309000,176.1371351,318,0.56,72292
8744c3221ffffff,1,75000,57.87037037,64,0.62,63243
8744c3222ffffff,2,259950,167.4781727,99,0.4,52498
8744c3226ffffff,1,245000,235.5769231,90,0.44,50657
8744c3228ffffff,1,625000,222.8958631,127,0.31,70714
8744c322bffffff,2,265000,179.1555513,119,0.99,97879
8744c322cffffff,1,234300,157.9905597,374,0.42,68788
8744c3233ffffff,1,900000,1071.428571,135,0.29,57188
8744c3244ffffff,4,361450,179.330045,447,1.31,55949
8744c3246ffffff,9,300000,176.5344921,540,1.16,66628
8744c324effffff,2,337500,87.40786684,105,0.38,49082
8744c3253ffffff,2,289575,186.4555171,155,1.62,53809
8744c325cffffff,1,130000,72.54464286,153,0.39,48630
8744c325dffffff,1,190000,121.2507977,143,0.42,48627
8744c325effffff,1,465000,271.9298246,21,0.93,67500
8744c3269ffffff,1,304000,213.3333333,172,0.46,51001
8744c3270ffffff,2,1430000,316.2511096,136,0.87,93571
8744c3275ffffff,1,355000,182.4254882,156,0.88,77799
8744c3283ffffff,1,438250,195.9973166,148,0.93,63275
8744c328bffffff,1,285160,167.1512309,336,1.16,68208
8744c328effffff,1,353500,,238,1.31,100394
8744c3293ffffff,1,135000,177.6315789,194,0.91,50000
8744c3295ffffff,1,184000,134.8973607,188,0.53,51093
8744c3298ffffff,9,232000,158.1795035,2011,0.31,46716
8744c3299ffffff,10,216500,145.9155682,1251,0.25,46102
8744c329affffff,3,345000,191.6666667,396,0.2,55737
8744c329bffffff,2,431500,312.1774059,710,0.14,50984
8744c329cffffff,1,225000,180.2884615,467,0.63,50691
8744c329dffffff,13,200000,138.0813953,1518,0.74,60475
8744c329effffff,10,304950,144.9762274,235,0.92,50605
8744c32a2ffffff,1,100000,,105,0.57,47398
8744c32a4ffffff,1,200000,154.3209877,39,0.51,47338
8744c32a8ffffff,1,270000,199.556541,163,0.61,57247
8744c32abffffff,1,160000,129.6596434,236,1.32,100504
8744c32b1ffffff,1,700000,446.4285714,56,0.7,50000
8744c32b2ffffff,1,137500,92.0964501,180,0.44,53045
8744c32c4ffffff,2,300000,214.2857143,168,0.47,66795
8744c32d1ffffff,1,220000,146.6666667,133,0.89,73219
8744c32d2ffffff,1,275000,153.9753639,149,0.53,79174
8744c32d5ffffff,1,385000,198.0452675,70,0.84,69283
8744c32d6ffffff,1,295000,,334,1.11,68141
8744c32deffffff,3,209900,144.1620879,205,1.24,71285
8744c32e6ffffff,2,222450,241.2822421,139,0.14,60000
8744c32e8ffffff,1,215000,194.7463768,199,1.65,53562
8744c32e9ffffff,2,325000,193.3382196,242,1.45,66736
8744c32eaffffff,5,220000,147.2746331,514,0.99,50325
8744c32f0ffffff,2,400000,196.1952028,254,0.16,63243
8744c32f1ffffff,1,340000,170,175,0.23,64385
8744c32f3ffffff,1,369000,174.7159091,120,0.98,68661
8744c32f6ffffff,1,255000,106.25,198,0.2,61803
8744c3305ffffff,1,565000,239.001692,149,0.66,68270
8744c3309ffffff,1,237225,180.8117378,163,0.84,79292
8744c330cffffff,1,295000,195.1058201,232,1.26,60000
8744c3310ffffff,1,360000,170.4545455,76,0.78,68519
8744c3311ffffff,1,715000,271.0386657,116,0.85,75000
8744c3313ffffff,1,147000,175,98,0.8,71414
8744c3314ffffff,1,565000,250,62,1.26,60000
8744c3315ffffff,1,395000,155.8800316,59,1,76614
8744c3321ffffff,1,380000,496.7320261,88,1.11,78168
8744c3323ffffff,1,240000,153.0612245,269,0.66,65826
8744c3324ffffff,2,447000,204.8264331,161,0.85,76356
8744c3325ffffff,2,474000,186.9840128,103,1.14,79940
8744c3328ffffff,1,345000,203.9007092,537,0.66,66749
8744c3329ffffff,1,297000,178.4855769,324,0.91,63144
8744c332affffff,1,155000,167.7489177,371,0.85,63558
8744c332effffff,1,334000,145.2173913,263,0.68,65840
8744c3330ffffff,6,323500,191.3083181,654,1.43,50000
8744c3332ffffff,1,285000,117.1875,195,1.4,50000
8744c3333ffffff,1,218500,162.5744048,151,1.42,47384
8744c3336ffffff,6,265000,174.0828498,922,1.43,51668
8744c3342ffffff,1,910000,349.1941673,48,1.61,50000
8744c3345ffffff,1,540000,288.4615385,348,1.51,50000
8744c334dffffff,1,42100,21.88149688,107,0.92,63744
8744c3353ffffff,1,220000,101.8518519,41,0.48,66795
8744c3358ffffff,1,200000,154.3209877,187,0.74,63368
8744c3359ffffff,2,360000,176.4705882,83,0.95,65228
8744c335affffff,1,193500,118.1318681,69,0.29,75000
8744c335dffffff,3,295000,143.4311224,158,0.87,62087
8744c3362ffffff,2,251000,105.0194607,169,1.38,21883
8744c3365ffffff,4,229000,191.3265306,200,1.36,20402
8744c3366ffffff,1,299900,208.5535466,293,1.39,23727
8744c336bffffff,1,255000,153.2451923,197,1,53586
8744c3371ffffff,3,451000,253.3707865,135,1.44,50000
8744c3375ffffff,1,225000,,255,1.37,18590
8744c3376ffffff,1,310000,191.9504644,186,1.26,58591
8744c3380ffffff,1,1100000,904.6052632,148,0.27,55002
8744c3383ffffff,1,235000,191.680261,101,0.2,54460
8744c3385ffffff,1,170000,193.1818182,84,0.24,53433
8744c3386ffffff,1,345000,222.1506761,83,0.24,56180
8744c3388ffffff,2,120150,81.05808035,494,-0.29,69322
8744c338cffffff,5,229900,165.7940663,286,-0.28,65962
8744c3390ffffff,1,87000,50.61082024,134,-0.45,57261
8744c3392ffffff,1,229900,191.5833333,197,-0.41,54692
8744c344dffffff,1,335000,105.2466227,68,0.29,60000
8744c3666ffffff,1,100000,115.7407407,73,0.54,42348
8744c3668ffffff,1,1350000,435.483871,251,0.71,52213
8744c3669ffffff,1,700000,388.8888889,100,0.98,119963
8744c366cffffff,1,235000,174.8511905,99,0.2,50000
8744c366dffffff,3,364950,205.4898649,337,0.93,50775
8744c3714ffffff,1,158000,171.3665944,37,0,49038
8744c3722ffffff,1,160000,137.9310345,28,0,50000
8744c374bffffff,1,230000,158.6206897,47,0,47380
8744c3755ffffff,1,32000,47.61904762,20,0,42112
8744c3758ffffff,1,131500,69.42977825,102,0.58,41107
8744c375dffffff,1,410000,256.25,50,0.79,50000
8744c3763ffffff,1,218000,89.23454769,265,-0.3,49543
8744c3764ffffff,3,200000,122.5490196,1240,0.45,49294
8744c3769ffffff,1,90000,81.52173913,30,0,50000
8744c376affffff,1,290000,169.0962099,101,-0.4,56283
8744c376bffffff,2,125000,96.15384615,155,-0.39,57713
8744c376effffff,1,268000,197.7859779,198,-0.41,56273
8744c384cffffff,1,1650000,347.2953063,72,1.35,82810
8744c384dffffff,2,702500,317.8900767,108,1.61,121292
8744c38ccffffff,1,365000,162.9464286,150,1.3,72121
8744c3a00ffffff,11,232000,251.4465409,11892,1.52,27760
8744c3a01ffffff,23,345000,310.6725146,7529,0.73,43149
8744c3a02ffffff,12,285995,225.7099422,2951,-0.37,32396
8744c3a03ffffff,19,250000,251.4563107,8817,-0.18,26094
8744c3a04ffffff,24,272500,207.1307301,6890,-0.26,50297
8744c3a05ffffff,23,722000,393.9157566,6027,-0.08,58779
8744c3a06ffffff,30,292000,211.9006849,4355,-0.71,34384
8744c3a08ffffff,3,347500,143.535729,1311,-0.51,71439
8744c3a09ffffff,1,335000,169.7061803,470,-0.21,77927
8744c3a0affffff,4,270500,72.7543586,1007,-0.77,46289
8744c3a0bffffff,3,299900,204.8497268,327,-0.87,45581
8744c3a0cffffff,7,225000,242.4568966,1018,0,84824
8744c3a0dffffff,18,310000,189.9779082,3456,-0.34,70505
8744c3a0effffff,4,312450,208.8569519,1563,0.27,38851
8744c3a10ffffff,6,282500,218.0220065,2159,1.42,64720
8744c3a12ffffff,2,310000,207.1461397,719,0.66,79098
8744c3a13ffffff,4,310750,193.7563155,673,-0.18,88254
8744c3a14ffffff,19,389000,170.5465587,3486,-0.62,67533
8744c3a15ffffff,14,312000,181.3356579,6967,0.24,53401
8744c3a16ffffff,4,404000,182.7375616,555,0.46,82405
8744c3a19ffffff,2,199750,164.9193777,1761,0.44,66309
8744c3a1cffffff,7,225000,210.729251,75,-0.81,30000
8744c3a1dffffff,4,287750,183.5332662,2037,1.01,64146
8744c3a20ffffff,4,534000,245.081493,2186,2.63,127486
8744c3a21ffffff,1,506000,208.1447964,1200,2.4,123644
8744c3a23ffffff,17,749000,240.1551313,2995,-0.01,51460
8744c3a24ffffff,1,1035000,256.2515474,1225,1.89,103214
8744c3a25ffffff,1,680000,205.066345,811,1.41,150647
8744c3a26ffffff,10,547500,217.2233428,1065,1.92,108839
8744c3a28ffffff,12,355450,197.6315338,4942,-0.52,60154
8744c3a29ffffff,3,485000,205.637875,998,0.69,79722
8744c3a2affffff,30,392000,230.0159695,5617,-0.29,52293
8744c3a2bffffff,12,344500,184.3778012,3245,-0.09,77589
8744c3a2cffffff,15,400000,216.7630058,2813,-0.18,73897
8744c3a2dffffff,17,360000,176.9087523,3213,-0.07,76301
8744c3a2effffff,17,420000,158.9730222,2966,-0.05,81687
8744c3a30ffffff,5,340000,187.5344732,957,-0.55,97175
8744c3a31ffffff,17,295000,217.1215881,2506,0.44,67314
8744c3a32ffffff,10,413500,186.3593723,1427,-0.03,102924
8744c3a33ffffff,23,272000,181.4516129,3237,-0.25,88003
8744c3a34ffffff,2,575000,202.5361043,,,
8744c3a36ffffff,1,406000,178.6971831,235,0.67,87651
8744c3a42ffffff,1,389900,234.3149038,657,3.17,86067
8744c3a43ffffff,2,829500,234.1250167,70,3.22,82918
8744c3a44ffffff,4,587500,150,388,2.12,85734
8744c3a49ffffff,4,404950,154.7531319,627,3,64163
8744c3a4affffff,1,410000,854.1666667,223,2.07,77094
8744c3a4cffffff,1,5820000,4633.757962,354,2.88,85238
8744c3a4dffffff,19,355695,168.444175,659,2.26,79717
8744c3a50ffffff,2,224500,126.97727,234,3.36,58611
8744c3a52ffffff,1,305000,175.6912442,357,3.55,75263
8744c3a59ffffff,2,487450,295.396994,426,2.63,90285
8744c3a5affffff,7,295000,171.8915344,910,2.98,81512
8744c3a5effffff,2,192375,140.8730159,230,3.26,57636
8744c3a64ffffff,3,835000,250.2009646,362,2.17,85846
8744c3a65ffffff,1,317000,208.8274045,378,2.23,89976
8744c3a66ffffff,2,606450,213.0370043,421,2.14,84177
8744c3a69ffffff,2,531250,355.3588612,421,3.33,79811
8744c3a6affffff,3,90000,83.14941145,220,3.16,85357
8744c3a6bffffff,3,290900,162.3325893,506,3.15,86888
8744c3a6cffffff,3,330000,205.4794521,258,3.06,85955
8744c3a6dffffff,3,289900,162.6823793,501,3.29,91060
8744c3a6effffff,1,272000,,448,3.3,87018
8744c3a72ffffff,1,385000,217.760181,555,0.14,82756
8744c3a73ffffff,1,885000,535.3901996,242,1.37,89220
8744c3a74ffffff,4,250000,211.6026646,1636,1.25,83763
8744c3a75ffffff,4,395000,212.7809809,409,1.43,88959
8744c3a76ffffff,12,347000,180.9559641,2704,1.2,84869
8744c3a80ffffff,2,190000,110.2880911,772,0.74,61332
8744c3a81ffffff,1,300000,198.4126984,399,1.6,71031
8744c3a82ffffff,3,170000,66.40625,118,0.67,76348
8744c3a85ffffff,3,285500,190.5874499,435,0.86,71137
8744c3a88ffffff,1,239600,206.3738157,419,0.94,78425
8744c3a89ffffff,1,289000,147.4489796,141,1.11,80713
8744c3a8affffff,8,311950,199.8088133,846,0.88,76761
8744c3a8bffffff,2,374450,180.1497926,502,1.09,78110
8744c3a8cffffff,2,273400,206.9465746,649,0.79,75938
8744c3a8dffffff,8,304500,166.8691071,970,0.91,69454
8744c3a8effffff,1,95000,48.46938776,232,0.76,78248
8744c3a90ffffff,1,530000,239.3857272,350,0.62,77246
8744c3a95ffffff,3,509900,215.785019,54,0.73,78219
8744c3a99ffffff,2,372000,159.9677863,100,0.79,69160
8744c3a9effffff,1,347000,149.3115318,48,1.22,61957
8744c3aa0ffffff,1,125000,63.7755102,153,1.27,45000
8744c3aa1ffffff,2,342000,182.2468904,462,0.73,71161
8744c3aa2ffffff,1,254000,199.6855346,218,1.25,45315
8744c3aa3ffffff,1,800000,123.1906375,140,0.7,70982
8744c3aa4ffffff,1,340000,195.8525346,141,1.11,46360
8744c3aa6ffffff,4,228650,95.06306689,481,1.26,45146
8744c3aabffffff,1,150000,51.31713992,360,0.82,66391
8744c3aacffffff,6,401500,203.6660506,902,-0.22,95855
8744c3aadffffff,2,353500,164.8477817,581,-0.21,54335
8744c3aaeffffff,1,623000,191.8103448,439,0.72,71823
8744c3ab1ffffff,4,323000,132.4836895,207,0.85,78040
8744c3ab2ffffff,1,345000,233.2657201,124,0.64,76172
8744c3ab5ffffff,1,465000,221.4285714,132,1.18,45551
8744c3ab6ffffff,1,275000,174.4923858,114,0.69,78615
8744c3ac2ffffff,1,60000,28.19548872,330,0.95,75000
8744c3ac4ffffff,2,235000,179.8941799,200,0.4,75842
8744c3ac6ffffff,1,255000,175.257732,474,0.58,73786
8744c3acaffffff,2,588500,268.0227494,166,0.95,77837
8744c3ad0ffffff,1,222500,141.9005102,423,0.97,74555
8744c3ad3ffffff,1,375000,288.4615385,192,1.02,74067
8744c3ad8ffffff,1,600000,222.057735,105,0.75,56307
8744c3adcffffff,5,265000,181.010929,397,0.79,70342
8744c3ae2ffffff,1,250000,228.9377289,28,0.7,66742
8744c3ae3ffffff,1,288700,268.5581395,316,0.44,75844
8744c3ae4ffffff,2,302000,182.9949084,287,-1,45000
8744c3ae5ffffff,1,277500,209.118312,212,3.44,77536
8744c3ae6ffffff,1,75000,78.125,652,0,55387
8744c3ae9ffffff,4,259500,160.8287546,671,3.27,74584
8744c3aebffffff,2,488750,188.9895302,79,3.32,70607
8744c3af0ffffff,8,329995,196.0822021,1454,0.8,50941
8744c3af1ffffff,3,515000,207.4198988,511,0.54,67962
8744c3af2ffffff,1,980000,258.9852008,476,0.62,61838
8744c3af3ffffff,1,639900,123.6282844,368,0.48,72762
8744c3af4ffffff,7,298500,192.6,1348,1.1,61461
8744c3af5ffffff,3,215000,201.8939394,1156,0.38,51274
8744c3af6ffffff,5,438000,201.1514933,422,0.88,66141
8744c3b01ffffff,1,185000,152.1381579,228,1.28,119907
8744c3b02ffffff,2,516500,306.9629678,165,1.53,116582
8744c3b04ffffff,1,595000,221.107395,175,1.44,116719
8744c3b09ffffff,3,490000,153.8326301,659,1.64,115006
8744c3b0affffff,6,570500,237.3380035,1987,1.16,88659
8744c3b0bffffff,1,375000,287.5766871,1823,1.55,102675
8744c3b0cffffff,9,610000,202.2236545,1213,1.03,129298
8744c3b0dffffff,6,702000,231.0652209,1125,1.72,152181
8744c3b0effffff,1,370000,260.1969058,413,1.59,102788
8744c3b14ffffff,1,510000,235.2398524,142,1.64,125000
8744c3b15ffffff,1,738900,237.2070626,153,1.64,119205
8744c3b18ffffff,1,715000,253.90625,175,1.23,84033
8744c3b19ffffff,8,372500,266.8246352,1159,1.33,86759
8744c3b1bffffff,3,715000,268.954918,752,1.7,99499
8744c3b1cffffff,1,409900,371.9600726,325,1.49,110702
8744c3b1dffffff,1,655000,218.7708751,163,1.31,89513
8744c3b20ffffff,1,600000,123.3806292,29,1.34,135363
8744c3b22ffffff,1,760000,144.8722836,73,1.07,119963
8744c3b28ffffff,2,1049950,281.9890449,114,1.2,130122
8744c3b2bffffff,1,1000000,132.7140013,481,1.38,135286
8744c3b40ffffff,2,482495,204.0478269,853,1.37,167733
8744c3b41ffffff,5,410000,182.6923077,1256,1.89,147441
8744c3b42ffffff,9,599000,240.3846154,1488,1.23,157437
8744c3b44ffffff,3,685000,199.8249708,603,1.39,168102
8744c3b45ffffff,1,559000,187.5838926,544,1.46,164124
8744c3b46ffffff,1,892000,208.6549708,1132,1.38,167966
8744c3b48ffffff,1,395000,162.5514403,858,2.69,68173
8744c3b49ffffff,5,329990,198.1921922,769,2,66740
8744c3b4affffff,2,512500,238.3695214,584,2.38,74350
8744c3b4bffffff,9,370900,172.5116279,447,2.27,97871
8744c3b4cffffff,1,829900,250.7250755,666,2.1,134063
8744c3b4dffffff,20,329445,204.412719,1959,2.23,64340
8744c3b4effffff,3,310000,162.8151261,845,1.76,87464
8744c3b50ffffff,8,477500,239.7608824,1379,1.18,126945
8744c3b51ffffff,11,619900,206.185567,1508,1.05,89829
8744c3b52ffffff,3,670000,232.0652174,1103,1.07,114536
8744c3b53ffffff,14,422500,201.391149,2916,1.33,76878
8744c3b55ffffff,4,772500,234.8223117,1115,1.09,130152
8744c3b56ffffff,6,545000,220.4967053,1443,1.28,98587
8744c3b58ffffff,1,1410000,,242,-0.76,73106
8744c3b59ffffff,1,477000,170.4789135,272,0.72,94081
8744c3b5cffffff,13,325000,182.6363155,949,0.08,72183
8744c3b5dffffff,7,335000,193.7134503,929,0.97,89948
8744c3b5effffff,19,362000,179.4086855,1850,0.24,72217
8744c3b60ffffff,1,1260000,509.0909091,423,1.91,103468
8744c3b65ffffff,1,529900,178.6581254,206,3.1,60734
8744c3b68ffffff,4,372950,169.5891473,897,2.03,124091
8744c3b69ffffff,30,404287.5,161.5614376,721,2.08,92769
8744c3b6affffff,2,867525,300.3630395,390,2.16,138007
8744c3b6bffffff,6,1324950,359.1237001,1424,2.09,110237
8744c3b6cffffff,1,837000,348.75,261,1.92,103593
8744c3b6dffffff,1,410000,178.9611523,486,1.98,94302
8744c3b70ffffff,1,112500,62.77901786,134,1.31,115098
8744c3b72ffffff,6,519550,223.8995109,230,1.6,108877
8744c3b73ffffff,6,672000,217.6245807,865,1.39,116259
8744c3b74ffffff,1,564000,240,259,1.28,118673
8744c3b75ffffff,1,200000,139.6648045,314,1.24,118739
8744c3b76ffffff,5,470000,227.8424351,940,1.49,130734
8744c3b82ffffff,1,867700,231.2633262,37,1.06,66667
8744c3b88ffffff,1,345000,513.3928571,16,1.22,22500
8744c3b89ffffff,7,480000,180.7760141,891,0.07,101074
8744c3b8effffff,1,265000,151.4285714,212,0.74,70683
8744c3b96ffffff,2,3097500,1934.442543,24,1.61,66833
8744c3b98ffffff,1,46080,14.23100679,90,0.87,50000
8744c3b99ffffff,1,1010000,246.3414634,54,1.09,47338
8744c3b9affffff,1,185000,93.43434343,154,0.89,65012
8744c3b9bffffff,2,208500,150.9039,208,0.85,77614
8744c3b9dffffff,1,335000,206.2807882,109,0.9,47409
8744c3ba9ffffff,6,669300,192.1853006,560,1.49,98342
8744c3babffffff,2,1400000,186.4926069,249,0.63,90368
8744c3badffffff,6,361700,252.6666667,358,1.25,85853
8744c3baeffffff,1,135000,60.26785714,5,0,0
8744c8d0cffffff,1,389900,138.2624113,,,
8744c8d10ffffff,1,664000,512.345679,67,0.59,52174
8744c8d11ffffff,1,545000,252.3148148,157,0.75,61613
8744c8d12ffffff,2,337000,179.3566002,198,0.89,50000
8744c8d13ffffff,2,522000,210.0704359,223,0.71,52184
8744c8d14ffffff,1,185000,149.5553759,168,0.7,52194
8744c8d32ffffff,2,1556375,453.0727064,93,0.64,73152
8744c8d33ffffff,3,570004,212.0550595,168,0.7,71965
8744c8d34ffffff,1,700000,310.2836879,29,0.68,75000
8744c8d36ffffff,2,645500,236.2980769,195,0.71,71531
8744c8d84ffffff,1,67500,40.17857143,234,0.84,53894
8744c8d85ffffff,2,398500,205.6377924,594,0.47,54071
8744c8d86ffffff,3,280000,213.1603336,434,0.82,54616
8744c8d90ffffff,1,512200,246.0134486,98,0.6,53358
8744c8d94ffffff,1,699950,264.63138,282,1.04,59539
8744c8d95ffffff,3,1275000,314.1941843,180,0.77,53795
8744c8da0ffffff,3,575000,192.114094,577,0.58,59590
8744c8da1ffffff,1,249000,235.7954545,358,0.77,56555
8744c8da2ffffff,7,466000,272.1760989,133,0.89,49086
8744c8da3ffffff,3,1050000,328.125,402,0.44,55151
8744c8da4ffffff,1,990000,188.3561644,476,0.87,63565
8744c8dacffffff,1,720000,262.3906706,356,0.67,50911
8744c8daeffffff,7,384000,231.9004525,1062,0.41,57847
8744c8db0ffffff,2,642500,301.5747426,309,1.08,90491
8744c8db1ffffff,1,350000,260.4166667,117,0.84,52207
8744c8db2ffffff,1,575000,207.4314574,327,1.08,85053
8744c8db3ffffff,2,217000,211.9140625,188,0.84,53392
8744c8db5ffffff,5,962000,335.7766143,275,0.86,57626
8744c8db6ffffff,1,1289000,396.6153846,98,1,95097
8744cc400ffffff,1,365000,253.4722222,210,2.1,69841
8744cc402ffffff,3,310000,193.5081149,798,2.09,69743
8744cc404ffffff,5,605000,267.8176184,53,0.37,130292
8744cc408ffffff,1,581000,395.2380952,285,2.53,72222
8744cc409ffffff,3,330000,234.4273275,128,1.81,72355
8744cc40cffffff,2,587500,193.099756,196,2.61,71068
8744cc410ffffff,2,286500,110.982274,57,1.7,85621
8744cc411ffffff,1,325000,215.3744201,457,1.98,95328
8744cc412ffffff,8,363000,195.2888026,477,1.35,97733
8744cc413ffffff,5,412000,241.3587604,659,1.59,94133
8744cc414ffffff,1,561000,220.6923682,137,0.86,75000
8744cc418ffffff,3,319900,241.0700829,334,2.23,89852
8744cc419ffffff,4,418950,177.7055369,907,2.32,71977
8744cc41affffff,1,250000,119.3317422,867,1.33,78378
8744cc41bffffff,3,160000,171.5686275,679,1.93,62411
8744cc41dffffff,1,300000,201.6129032,88,2.59,69231
8744cc424ffffff,2,577500,193.0303287,384,0.62,123646
8744cc425ffffff,1,435000,327.0676692,164,0.48,134372
8744cc426ffffff,1,800000,787.4015748,152,1.03,89284
8744cc429ffffff,1,340000,80.95238095,70,1.92,66548
8744cc42affffff,6,328750,256.5066799,324,2.07,69627
8744cc42bffffff,2,367500,256.8669303,461,1.8,69200
8744cc430ffffff,1,725000,266.4461595,236,0.92,75000
8744cc431ffffff,1,285000,148.4375,419,0.52,118778
8744cc432ffffff,1,331950,276.625,287,0.89,81347
8744cc434ffffff,3,750000,254.587156,243,2.65,106304
8744cc435ffffff,2,423750,234.2182336,514,0.95,80193
8744cc444ffffff,1,1900000,570.5705706,34,2.25,66795
8744cc445ffffff,2,330000,271.3815789,54,2.47,57979
8744cc44effffff,1,879900,213.5679612,49,1.2,39233
8744cc450ffffff,2,359950,192.2129241,370,1.92,75556
8744cc452ffffff,2,139000,135.7421875,404,2.63,75784
8744cc453ffffff,1,485000,333.1043956,125,2.87,75625
8744cc454ffffff,1,440000,247.8873239,382,2.49,59454
8744cc459ffffff,2,385000,256.6666667,21,0.93,75000
8744cc45effffff,1,315000,198.8636364,128,2.24,60000
8744cc463ffffff,1,340000,217.3913043,66,1.18,53575
8744cc470ffffff,1,1185000,253.7473233,310,1.8,69900
8744cc471ffffff,3,310000,258.3333333,430,2.48,60000
8744cc472ffffff,1,582000,297.3939704,173,1.78,69088
8744cc474ffffff,2,468500,193.4745362,255,1.82,69114
8744cc475ffffff,2,267500,170.0009767,208,2.47,59042
8744cc476ffffff,1,269000,224.1666667,328,1.82,70060
8744cc481ffffff,2,760000,291.3044254,149,1.18,54692
8744cc482ffffff,2,212750,136.8899676,463,1.35,115723
8744cc488ffffff,5,380000,145.6102784,693,1.02,82834
8744cc489ffffff,3,510000,213.2107023,202,1.26,95209
8744cc48affffff,2,278700,213.3747357,660,1.21,93819
8744cc48bffffff,6,419900,252.1921922,33,1.18,100000
8744cc48cffffff,3,325000,169.5956702,168,1.05,68547
8744cc48dffffff,2,310000,194.9695041,538,1.27,90992
8744cc48effffff,6,572450,198.8280763,125,0.94,77547
8744cc492ffffff,1,150000,97.15025907,165,1.53,101696
8744cc494ffffff,2,537500,296.2898026,137,2.63,54650
8744cc495ffffff,2,757450,359.4193399,195,2.07,34452
8744cc496ffffff,1,116000,76.5171504,159,3.19,130506
8744cc498ffffff,1,784000,203.5306334,235,1.81,106316
8744cc49cffffff,7,445000,206.8805207,548,1.38,129722
8744cc49dffffff,2,545000,264.3064985,510,1.6,102503
8744cc4a0ffffff,3,350000,266.9871795,603,1.73,105417
8744cc4a1ffffff,2,345500,237.5041351,1156,1.66,103969
8744cc4a3ffffff,1,255000,229.3165468,19,1.03,109704
8744cc4a4ffffff,2,402450,227.8202148,1042,1.62,99515
8744cc4a5ffffff,1,375000,228.7980476,179,1.73,102344
8744cc4a9ffffff,7,255000,192.4528302,1242,1.67,44337
8744cc4abffffff,1,1075000,154.2102998,178,1.31,75000
8744cc4adffffff,4,367500,253.999934,1203,1.2,78142
8744cc4aeffffff,2,377500,216.6389812,228,1.2,95662
8744cc4b0ffffff,1,295000,182.0987654,321,2.43,53821
8744cc4b1ffffff,9,614000,294.0371991,543,2.65,53190
8744cc4b3ffffff,1,395000,219.4444444,274,2.63,51786
8744cc4b4ffffff,2,170000,131.9875776,127,0.78,115608
8744cc4b5ffffff,3,615000,311.3924051,176,1.54,110819
8744cc4c6ffffff,1,289000,,272,2.78,79063
8744cc4c8ffffff,4,689599,207.6479976,193,0.82,61017
8744cc4caffffff,2,168000,150,706,0.86,60897
8744cc4cbffffff,1,859000,357.9166667,,,
8744cc4ceffffff,1,219000,144.8412698,231,0.85,61364
8744cc4d4ffffff,1,1415000,296.6457023,127,2.11,71769
8744cc4d5ffffff,1,297500,159.0909091,225,2.05,71033
8744cc4d8ffffff,5,559000,227.6462059,200,1.36,93253
8744cc4d9ffffff,3,970000,247.7017365,226,1.04,75000
8744cc4daffffff,1,415000,223.2383002,153,1.27,92482
8744cc4dbffffff,2,415000,235.7954545,134,1.17,92590
8744cc4ddffffff,1,412000,140.1360544,122,1.28,88032
8744cc4deffffff,1,705000,208.0873672,88,1.33,93879
8744cc4e0ffffff,2,206500,192.1883637,180,1.72,61543
8744cc4e2ffffff,5,290000,207.3784722,422,1.7,59715
8744cc4e4ffffff,3,700000,294.9852507,593,1.92,75762
8744cc4e6ffffff,4,458333.5,533.817952,486,1.9,75000
8744cc4ebffffff,1,145000,258.9285714,144,1.22,45000
8744cc4ecffffff,3,325000,300.9259259,123,2.91,76614
8744cc4f0ffffff,2,511250,214.4191102,455,1.62,62797
8744cc4f2ffffff,1,150000,234.375,322,1.74,69687
8744cc4f3ffffff,1,334900,193.3602771,101,1.54,68200
8744cc4f4ffffff,5,280000,197.3220578,1987,1.71,61395
8744cc4f5ffffff,10,307000,215.2922958,1471,2.46,102223
8744cc4f6ffffff,1,513000,213.5720233,198,1.66,67478
8744cc500ffffff,8,460000,253.6461659,,,
8744cc501ffffff,1,525000,344.9408673,233,1.34,101646
8744cc502ffffff,12,496500,211.5620431,507,1.72,105191
8744cc503ffffff,5,538000,277.2754671,2678,1.68,104479
8744cc504ffffff,4,795704,271.6323114,342,1.25,101651
8744cc506ffffff,3,725000,132.9787234,268,1.45,86062
8744cc509ffffff,17,465000,264.4237175,779,0.93,106195
8744cc50affffff,6,455500,176.501332,717,0.82,94931
8744cc50bffffff,2,592450,457.5346021,527,0.67,107639
8744cc50dffffff,12,246500,193.9338235,445,0.93,106129
8744cc50effffff,2,640000,241.4715719,623,1.22,95864
8744cc510ffffff,3,649900,184.8874598,2748,0.67,50074
8744cc511ffffff,6,312500,187.3151434,4855,1.12,67918
8744cc512ffffff,4,363500,261.8720819,966,1.21,70939
8744cc513ffffff,9,475000,261.4199229,695,1.96,100000
8744cc514ffffff,12,337500,220.0028574,3258,2.5,86939
8744cc515ffffff,6,342500,183.6744264,2322,0.58,57532
8744cc516ffffff,3,625000,241.4992272,2314,0.55,104586
8744cc518ffffff,2,462000,159.9357386,370,1.11,90832
8744cc519ffffff,2,957625,279.5166413,332,1.06,90184
